Farmer No.,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52,forecasted_week1,forecasted_week2,forecasted_week3,forecasted_week4,forecasted_week5,forecasted_week6,forecasted_week7,forecasted_week8,forecasted_week9,forecasted_week10,forecasted_week11,forecasted_week12,forecasted_week13,Error,Missing Weeks,Uncertainity Score,Certainity Score,Novelity Score,Mean Forecasted Revenue,Value Score,Stability Trend Score,Farmer Rating,Eligibility,Loan Amt.
674.0,29350,19262,17401,16392,17011,19113,18468,18439,11928,20481,16319,13734,14560,14269,12966,13072,17354,12731,12627,13425,13180,14524,20056,22826,26018,14571,13658,17657,15001,13325,16071,16202,19086,19610,20189,10153,20442,21348,13093,3284,4413,11811,12487,13239,13970,13184,12332,23732,27256,23916,20317,20243,18054.502877855095,16450.553963834598,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,15792.837791536364,1.0,0,0.4,0.4,0.2,16017.405580660743,False,-0.16949533728793673,0.43050466271206334,False,0.0
675.0,11610,14114,12225,13399,18891,24435,19950,24690,10083,20921,17061,20777,14857,22589,26639,39482,52480,28184,56381,36134,113901,103052,275145,251320,197232,183247,203388,255560,265644,234924,230234,163301,114173,42803,30428,27325,15904,13307,7189,10988,7880,9463,8082,8760,11722,7796,5500,6320,6311,7348,4442,8509,6456.982789603407,7869.930696257403,6625.371656200122,7445.792390221154,6678.253348484669,7143.058862100603,6658.942963294993,6910.9039842089005,6595.941299762759,6720.8907906721315,6507.264041735968,6556.694250617859,6404.032681002207,1.0,0,0.4,0.4,0.2,6813.389211858629,False,-0.14810675534222084,0.4518932446577792,False,0.0
676.0,0,0,0,332,3266,3011,2296,3102,1606,12251,5692,6701,3795,9163,9938,30019,27615,8559,17873,10293,21692,33242,94444,88891,85045,63378,80806,71836,85322,58978,79971,58805,20377,4062,3659,2425,1651,1771,2000,1552,1113,602,628,796,0,0,289,1021,2624,1620,2689,3222,2045.6178808218708,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,2631.8999218654667,230.0,5,0.05,0.0017391304347826088,0.03333333333333333,2586.801303323652,False,0.13887301496588278,0.1739454787339987,False,0.0
677.0,18863,14058,14720,4675,0,2922,5304,2137,873,5366,4032,6634,7974,20213,30682,49757,83999,77927,91353,83791,74291,55649,39376,33857,24950,23165,24295,24590,26196,24074,28410,23469,20157,28706,6430,18886,16452,19388,21860,19754,15082,22716,20187,26658,20521,23251,19243,15565,16557,25408,15075,18906,18860.284352781826,19442.431033946486,17091.333837082417,19350.007927737195,17859.259308633747,18778.071683344708,17665.54691976079,18748.9026925741,17706.463377996773,18453.049783245224,17698.674145017958,18308.907722177286,17650.8804997334,1.0,1,0.4,0.4,0.1,18277.98563723322,False,-0.11920218102901485,0.3807978189709852,False,0.0
678.0,910,0,0,0,0,2580,6675,16777,19377,27542,36630,44242,27903,30098,71519,103659,84320,72594,76311,90706,198444,141919,151410,203100,233005,214520,169395,235561,179092,139740,144963,109666,80265,16965,9783,10930,41800,9607,4484,8135,13074,37599,38438,7429,13920,4170,7657,15787,3724,0,0,0,0.43382338256007413,0.1833041389653434,0.07543587726618466,0.030236392755257246,0.011803977405137025,0.004488209491964271,0.0016621270946268819,0.0005995172685508624,0.00021061316952971854,7.206355945660443e-05,2.4015534339406993e-05,7.794982729622629e-06,2.464248037877792e-06,342.0,7,0.05,0.0011695906432748538,0.025,0.05705158263855629,False,-0.20294275232461617,-0.17677316168134133,False,0.0
680.0,25267,15000,0,0,9932,11667,13146,16894,13325,29477,22951,20792,20164,25232,24531,31340,30026,23949,31384,30594,29344,27600,32789,37643,39513,38395,46437,47740,47516,47546,51412,47874,41466,41431,30704,36692,32040,31126,24717,27594,17607,20064,22847,17107,17049,18189,22998,21694,21092,18825,16606,22758,20358.947651042905,19138.32901222713,18492.976126284753,18144.365357966522,17953.797167277375,17848.93383377864,17791.01965685478,17758.969740790704,17741.213235695115,17731.369518438976,17725.9105429775,17722.882607771888,17721.2029210222,1.0,2,0.4,0.4,0.06666666666666667,18163.83979785604,False,-0.22865568302312966,0.238010983643537,False,0.0
682.0,7664,10340,6012,6478,6934,12680,19442,11120,0,17637,15665,11703,10778,18451,19929,5591,13184,8218,10692,14214,19614,73516,80649,96891,74604,79083,74524,64934,142674,104798,139467,127837,57234,14366,13537,7683,14201,17133,2119,4447,0,3743,6204,1630,6917,3855,682,5384,8308,12550,3762,11130,8276.046420577528,8459.376213598502,8655.859375506221,8935.85551846999,9062.265559486614,9174.884681421523,9275.95278191512,9362.591095236508,9433.581681682592,9492.551305549368,9541.771644789518,9582.773674059968,9616.844926402535,1994.0,2,0.05,0.00020060180541624876,0.06666666666666667,9143.873452207383,False,0.28693058295968743,0.35379785143177034,False,0.0
683.0,31841,24490,19165,9959,0,0,0,975,678,2406,1436,1458,1186,1457,1475,1697,1432,1428,1420,1628,19831,33702,33926,34487,31656,27912,33681,35477,41077,51276,50618,54305,49464,39292,37877,26194,14858,16442,15921,13049,16092,12349,25070,19669,23136,22088,32668,18395,13732,13741,5007,13719,11915.74774313125,10689.509442449285,9831.751120750494,9218.297156431401,8772.016788994408,8443.06189084315,8198.124438710694,8014.32073641332,7875.563354433329,7770.327864005987,7690.231673803559,7629.1022671678265,7582.349860233667,1.0,3,0.4,0.4,0.05,8740.800333643721,False,-0.27014851344368723,0.17985148655631278,False,0.0
684.0,0,0,7263,12422,13324,13602,12684,14785,5482,15867,9978,12298,11710,11408,13757,11214,12190,10007,10144,10905,10374,6902,10832,10180,9833,7942,8335,9853,8341,7107,7948,8119,9095,3235,3248,0,488,1154,2457,1880,1697,812,3192,374,5806,2190,2562,3509,4217,5183,2305,3783,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,3486.2340112270535,2.0,3,0.3,0.2,0.05,3486.2340112270535,False,,0.25,False,0.0
685.0,39068,58557,52281,69005,33164,62486,1730,53062,38262,42120,45267,40697,32991,37882,54258,57513,61318,48311,71470,85587,74040,69170,93944,104365,123060,111211,129472,125855,102545,111235,130780,124583,90164,57239,83739,110834,96805,84222,51976,56259,21634,34687,28999,41112,27171,8014,9178,38266,36762,7295,1871,0,0.00045575659300876685,1.772167322147742e-07,5.87916017711251e-11,1.6640434633787234e-14,4.0183970160054524e-18,8.279037011508371e-22,1.4552768134140644e-25,2.1824796351715602e-29,2.792502652879234e-33,3.0484269546861153e-37,2.8392052937534745e-41,2.2560909500065392e-45,1.529520193228105e-49,53.0,1,0.05,0.007547169811320755,0.1,3.50718360422483e-05,False,-0.1389225191092102,-0.03137534929788943,False,0.0
686.0,0,4003,9842,21661,11550,17420,34957,93007,51379,143557,97105,77070,51162,69849,93657,99898,119834,90737,122901,126182,118078,103211,107443,98212,117385,99109,129825,148976,134445,159030,144514,118912,109925,76351,53846,40274,25649,37511,31210,33422,9390,16339,16131,16298,5677,6675,5847,10788,15835,15999,3613,19182,17541.164144068698,16124.639784582723,14896.232125920704,13825.812714128586,12888.822604201261,12065.121842924544,11338.09897566396,10693.977203239889,10121.270296561814,9610.353321380942,9153.121946741336,8742.720524063467,8373.323872596984,2.0,1,0.3,0.2,0.1,11951.896873544225,False,-0.2939309667793812,0.00606903322061883,False,0.0
687.0,7919,3465,8744,17313,18089,19068,24876,12642,10550,17774,24473,18412,12841,13791,24859,30330,46306,56202,72891,64066,69493,18060,52129,63120,72508,70894,76159,62178,67283,92417,118419,95776,62527,28552,25986,28575,32505,24873,9784,11826,1320,3206,0,0,0,0,1250,846,0,0,0,0,0.8385991313376387,0.7032485030802422,0.5897435837975858,0.4945584570846015,0.4147362925068297,0.3477974946304202,0.29166267687847747,0.24458806747390158,0.2051113409191656,0.17200619232231054,0.14424424346618445,0.12096309727119713,0.10143954829553622,459166.0,8,0.05,8.711446405003855e-07,0.022222222222222223,0.3591306637741608,False,-0.28841704150294445,-0.26619394813608177,False,0.0
688.0,1025,0,0,0,0,8431,7686,6462,0,2352,3063,3402,2403,6402,649,14504,432,0,15274,10310,17046,11102,21499,27080,26737,17849,20412,16715,22526,23230,21675,41712,27465,8893,7310,6774,6479,5842,4064,6984,1379,2475,3439,5104,4911,4425,2243,2903,3278,5228,4008,2616,2419.92103950087,2471.523779751825,2534.11153124632,2432.0780428963226,2286.1111679518804,2165.66337220293,2087.8960825770255,2028.0923385831395,1970.581672314878,1912.3665703555764,1857.6494158014525,1808.8855699458961,1765.7329877399357,1.0,6,0.4,0.4,0.028571428571428574,2133.893351605235,False,-0.2916370756384566,0.13693435293297201,False,0.0
689.0,161,3353,3150,6753,11321,38562,31274,39355,11732,22929,16008,6156,9737,16748,15122,19325,33338,25480,34365,48473,52739,47897,92108,104947,79720,54909,60440,67659,53689,50071,58515,62850,42887,20063,15453,24115,8420,1730,4195,2928,2456,0,0,1405,3895,4584,0,0,342,0,0,3790,17891.718700879544,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,4543.724567527849,118101401.0,6,0.05,3.38692002476753e-09,0.028571428571428574,5570.493347016441,False,-0.13887301496588272,-0.11030158300753412,False,0.0
691.0,4796,1850,1050,10534,0,8633,2240,4021,2430,923,6639,6133,685,5536,11327,10659,9151,6998,12174,14578,16464,6960,19510,43627,65470,40676,48007,30533,55258,74819,48447,48801,25799,23522,35755,0,0,0,1548,976,329,9097,234,755,2398,1634,908,1298,1098,1748,678,730,1308.4395687220217,1648.4125613983206,1935.3199337297851,2163.536289170125,2337.736529432847,2466.943830331623,2560.884594483872,2628.242881972695,2676.0767957020075,2709.8185090448196,2733.50897128264,2750.0885300109235,2761.6654976071877,4.0,4,0.1,0.1,0.04,2360.0518840683744,False,0.2728042246107437,0.4128042246107437,False,0.0
692.0,8543,8857,5792,6205,6419,7895,8245,8482,4673,9421,9742,9068,8226,8601,7821,3828,8884,1907,2288,1598,13189,8289,11914,14648,17060,18414,19578,20673,18836,15325,16602,2385,0,9586,1417,0,0,0,0,0,0,5014,6551,7948,7440,7932,7883,8312,6045,4610,3785,7164,5211.074053010741,4169.648320875198,3566.991403614539,3197.6533428038783,2962.055084899423,2807.5029059865674,2704.1132282802528,2633.9960685933656,2585.9861164888807,2552.892099486789,2529.972583907641,2514.047275914221,2502.956322876454,92.0,7,0.05,0.004347826086956522,0.025,3072.2222159029193,False,-0.24972997685751858,-0.22038215077056206,False,0.0
693.0,17456,43116,59785,83933,56898,133587,126701,183174,58544,236817,144015,187598,162100,145366,317739,442519,291530,220008,247331,121885,351295,409845,521191,384109,252979,274508,258170,263826,357216,491473,399293,341152,224425,92174,83620,55623,90168,93279,54074,53634,24632,34609,18758,16484,6416,4591,17844,71302,75409,71078,68220,82246,82745.46544391374,83182.99299593442,83566.75610733367,83903.15012716914,84197.86036443856,84455.92849485691,84681.81597372348,84879.46361675387,85052.34688147833,85203.52665101908,85335.69551285256,85451.21965614863,85552.17659725895,2.0,0,0.3,0.2,0.2,84477.56910945242,True,0.2930980271035853,1.6930980271035854,True,384373.0
694.0,4221,6416,2651,1620,2721,1818,1576,468,299,176,1158,3733,3165,3562,7263,8044,6898,8005,13339,14336,17225,7741,20573,25049,30209,19399,26044,25669,26498,19327,23528,19811,21450,15162,11589,7823,6115,5463,3182,5381,3016,2436,0,0,0,942,734,237,1915,2746,897,3843,3630.337518385525,3475.730232040178,3362.4984528635932,3278.8052837304785,3216.511894185846,3169.8997198111633,3134.8801438848805,3108.4890673308582,3088.553943377775,3073.468655566928,3062.0378627311857,3053.3673130041957,3046.785319122888,5423.0,3,0.05,7.375991148810622e-05,0.05,3207.7973389258073,False,-0.2726813675193655,-0.2226076076078774,False,0.0
696.0,0,1226,2519,2649,3117,3427,5018,5365,3973,7372,6133,9386,7573,10420,17335,16168,15750,13307,16398,16400,15421,15887,20439,17256,17452,14720,18206,20098,19733,16866,17471,16063,12245,11238,11202,8687,7914,6120,5439,4322,4159,3161,3180,3603,3678,3673,3134,3692,3482,3051,2662,2049,1951.8488820471655,1862.912505760841,1782.134730417294,1708.601821874276,1641.5206506668967,1580.2005871310212,1524.038410614393,1472.5056856340668,1425.1381648353936,1381.5268632712546,1341.3105157897455,1304.1691829827064,1269.8188141253736,1.0,1,0.4,0.4,0.1,1557.3636011654173,False,-0.29694106476872617,0.20305893523127386,False,0.0
698.0,0,0,0,0,0,1788,2235,1986,1686,6044,5235,6446,8699,8865,9829,12658,13970,15083,12805,11002,12050,12997,14515,18546,17607,20238,21942,25557,29455,25112,28705,26783,25994,24328,26263,25513,20985,20329,20344,21408,20801,19391,21032,18656,14715,12742,14209,11068,9410,9239,7578,9057,8266.658498746365,7568.494093419167,6950.6058613291,6402.110068098173,5913.7926914030095,5477.826820464976,5087.541953995724,4737.23497636271,4422.01473090474,4137.673775882949,3880.5822121022215,3647.5994948249145,3436.0009494062274,1.0,5,0.4,0.4,0.03333333333333333,5379.087394380021,False,-0.2952052594952698,0.13812807383806353,False,0.0
699.0,31851,27317,32374,31708,14899,35183,22877,59279,21911,34535,33344,30967,27546,57306,82845,126621,169251,166823,140859,181583,143622,109619,176840,153554,172350,149789,181552,180477,215059,220405,224156,194034,123632,53302,60857,53188,39069,20390,22306,29027,24835,95955,40982,17322,18906,11046,5802,12478,48854,33860,19935,100248,89766.61376673121,82053.5708646029,76270.88188096622,71868.8785828782,68476.13912889424,65834.79472184562,63761.52030120223,62123.26550931473,60821.721517184706,59783.118020656366,58951.35989148789,58283.3079999103,57745.46815584535,2.0,0,0.3,0.2,0.2,67364.66464165538,True,-0.2787376055720743,1.1212623944279256,True,306509.0
700.0,0,0,0,1983,4815,18677,25568,23225,13142,37904,26906,0,19165,37493,55756,45212,63469,42086,33715,28099,34203,35040,27143,34271,39149,44061,37129,42789,49743,33665,44651,38239,22955,10611,30636,14145,25309,20438,2291,4414,914,2220,485,973,713,792,199,1224,943,333,407,5159,2501.9679299330382,2883.475132345757,3354.9275277537618,3572.6310476462877,3884.8645339001323,4191.421982143724,4479.565646769197,4754.009539051055,5004.514170341319,5225.638817743067,5413.5886375780165,5565.604324449358,5680.646679560478,3.0,4,0.2,0.13333333333333333,0.04,4347.142766862707,False,0.2972098387755839,0.4705431721089172,False,0.0
701.0,18029,10479,10840,7638,5955,7504,6436,5859,4676,13136,8827,10676,15043,6120,7103,15692,18434,15087,15776,13087,12846,8899,12957,13442,10509,10225,11015,11062,9628,7779,9754,10072,14384,15261,13282,13253,12481,9438,8350,9314,9394,8758,8124,10834,10462,11222,9175,9636,9725,8668,8633,7400,7778.202621754134,7687.3527979302435,7597.564104921555,7508.8241486632305,7421.120679853776,7334.441592264193,7248.774921066889,7164.108841184098,7080.431665655599,6997.73184402549,6915.997960747817,6835.218733610812,6755.383012179546,1.0,0,0.4,0.4,0.2,7255.780994142876,False,-0.2999430873270309,0.30005691267296913,False,0.0
702.0,0,340,1627,4706,610,799,1077,1212,549,456,1120,1018,906,1118,911,1438,1888,1646,2181,4525,3733,4294,5945,7884,7924,7663,9889,9690,8677,9395,8519,7567,7603,4669,3315,1798,1352,1551,1559,1158,486,1053,1373,1004,1131,1064,897,736,1182,913,535,1417,2970.77114920899,3063.441538158102,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1379.0214888434195,1.0,1,0.4,0.4,0.1,1631.0345434342087,False,-0.18746281449941657,0.31253718550058346,False,0.0
703.0,1211,1342,1880,1681,1568,1769,0,0,0,0,1638,1903,1836,1958,1573,2086,1814,1588,1730,1878,2119,2211,2204,2587,3062,2923,3681,2943,2963,2414,2766,4706,5229,5536,5630,4688,5786,5970,4821,1837,0,4871,3945,3411,2257,0,0,2682,3107,2799,1891,2740,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,903.2462865925013,197145.0,7,0.05,2.0289634532957977e-06,0.025,903.246286592501,False,0.0,0.0250020289634533,False,0.0
704.0,11417,6667,6495,6106,5833,6402,4773,5269,2726,9291,11420,15299,14433,15563,18890,21820,26957,199803,51409,48844,57031,60028,57225,34100,40656,47688,55270,57711,58857,60584,62690,61242,59481,68373,59254,70153,54689,25592,28094,11275,6213,10669,18095,11459,5575,6122,13032,4197,6448,6223,8792,9996,10808.89886269831,11556.683466689217,12238.31107162304,12854.137609583293,13406.29464474957,13898.145263916718,14333.833616294425,14717.928445975786,15055.152600466745,15350.186463849366,15607.532076523217,15831.425220919456,16025.784161984498,1.0,0,0.4,0.4,0.2,13975.716423482585,False,0.29425922514305847,0.8942592251430586,True,54505.0
706.0,29365,19991,22740,19821,19530,20254,21693,21956,12030,20050,21149,22509,25002,29269,24725,28908,33260,27081,30813,29879,28482,29058,30356,31976,30658,29305,27230,35396,36493,34768,37400,32936,31410,27738,20638,26279,31988,26452,22893,22532,18618,26827,23712,22386,22083,18880,22143,22812,20100,24723,19719,32704,27207.967617362377,27777.41276045473,29760.53827264834,29198.273801998763,29520.616145731412,29751.0285251446,29585.6255194476,29469.473458412653,29250.07454949994,28935.184556115073,28592.32423694435,28214.850488192773,27822.100579190082,1.0,0,0.4,0.4,0.2,28852.72850085713,False,-0.003116095304174668,0.5968839046958254,True,112526.0
707.0,11039,5405,5369,13324,13663,6581,9734,10257,2647,9536,8362,16343,4558,4798,6895,7082,10485,20451,22465,23850,20745,17848,17315,15988,11875,15934,17117,17897,19405,18123,16038,16420,13948,13018,11245,10693,10524,9426,12178,9772,7267,10106,10129,7408,7005,6205,5916,6294,6640,6847,3881,5594,4978.297781869107,4433.993683600237,3967.5570531480403,3945.2498180081493,3562.482555433673,3291.810297254276,3030.787864923784,2816.724800665162,2573.059752238921,2362.6164498396115,2161.062068616689,1975.214357728196,1797.5018336379708,1.0,0,0.4,0.4,0.2,3145.873716689525,False,-0.2971918972065683,0.30280810279343173,False,0.0
709.0,1056,2174,1515,4925,791,8416,12766,12158,4010,22384,23674,26878,15478,23385,29603,22911,42778,45456,40859,46494,49756,41596,48659,57083,60883,59879,56639,52053,46848,13114,4920,4045,30071,29072,15133,16969,9172,10419,1589,2449,324,3818,1775,9788,12918,11984,8236,9934,15863,15019,4581,11589,8058.717330640562,12529.393425887303,8619.3293063457,10762.356809822051,8818.628370627814,10313.18305329283,9186.84799394892,10033.837925080705,9324.601132323585,9823.866343570866,9407.569522143489,9708.152439131858,9456.980657441827,2.0,0,0.3,0.2,0.2,9695.651100789039,False,-0.026836909749991412,0.3731630902500086,False,0.0
710.0,29001,18639,47502,96576,18552,94796,69565,55795,3013,11121,32780,37070,8313,45418,78370,82943,92526,69637,154009,157334,170562,91813,183666,195751,175610,129778,176103,177318,200428,117829,134269,118690,107906,45170,32353,42964,14134,15184,11686,12728,11081,27496,12547,21660,30363,11520,5548,9281,9465,7424,5370,19127,15352.14402791572,12418.997399591006,10926.197655426637,18164.622693046695,15760.456378397415,16265.118763634753,15264.862677386267,19243.707977486716,17822.082008071808,19165.566216493982,18531.86291299542,20909.359897790895,20136.46029817222,1.0,0,0.4,0.4,0.2,16920.110685108426,False,0.24258254864871545,0.8425825486487155,True,65988.0
712.0,8487,4349,7439,6893,4904,8189,9472,4139,3489,4523,14315,7341,9358,17170,67809,134043,193098,136818,169905,221806,124995,96370,245582,407561,353815,262137,442450,207262,319134,421900,181026,29510,17059,0,1209,4461,0,4257,3159,4733,1112,7258,324,0,0,0,0,5216,4814,3435,0,2206,677.4270191650791,905.3587861706228,1157.2315730349017,1424.4146350755022,1698.193453255152,1970.6226515526312,2235.058159622744,2486.3916291736086,2721.054934328198,2936.8742183469944,3132.8444080398913,3308.8778586904327,3465.562427165465,84767704.0,7,0.05,4.7187782743295726e-09,0.025,2163.07013489394,False,0.29924160057881366,0.32424160529759194,False,0.0
716.0,13871,15449,22229,9520,10822,9530,18768,8424,3517,10269,24777,23637,30828,27332,37488,43643,63757,68459,72843,84464,57370,68750,70638,70216,69346,65541,84349,76557,73529,72089,55674,40277,14880,0,0,2103,2988,3396,2453,3628,1880,3327,1629,0,0,0,0,3309,4477,5961,2999,9707,9640.296010982527,9573.064192353286,9506.301251176672,9440.003917482154,9374.16894410411,9308.793106522788,9243.87320270636,9179.406052954108,9115.38849974067,9051.817407561397,8988.689662778781,8926.002173469946,8863.751869275211,17111.0,6,0.05,2.3376775173864766e-05,0.028571428571428574,9247.042791623691,False,-0.29997979965259897,-0.2713849943059965,False,0.0
717.0,9288,401,2791,714,3310,8388,2029,2457,2761,1496,514,0,0,531,851,4706,2441,9109,12506,0,0,1347,182347,466502,443198,398636,296021,368129,323933,269637,66513,36253,5960,0,0,4912,9303,6668,5039,2517,1856,7802,2633,634,229,0,1251,4261,26607,4914,1229,2310,2279.9762260336684,2261.489296026558,2250.425448843213,2243.7868808904013,2239.7973545866657,2237.3975435163443,2235.9531716945585,2235.0835521635922,2234.5598686416315,2234.244468159885,2234.054496763061,2233.9400684200764,2233.8711411995223,314.0,7,0.05,0.0012738853503184715,0.025,2242.659962841475,False,-0.2411493662276633,-0.21487548087734484,False,0.0
718.0,0,0,0,0,6447,48488,53735,67241,26688,52133,44989,39782,67062,67428,107572,133280,277303,150500,168523,106527,112621,131654,182157,186126,199181,174702,188587,128660,99547,189100,148058,101792,37529,2121,0,14009,9393,9644,12649,11834,7250,15969,28360,16090,12084,0,5991,7854,12387,11912,7748,16132,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,12012.161754103921,1472.0,6,0.05,0.0002717391304347826,0.028571428571428574,12012.161754103921,False,,0.028843167701863355,False,0.0
719.0,7167,4165,4206,4423,5203,15070,9800,7209,2413,5605,7522,11481,17361,39372,29479,29867,48051,38089,76374,63813,55079,58934,118686,166961,155484,128517,155109,146251,106572,98003,124849,95410,17105,4386,5550,5665,2655,3498,3424,5589,3863,14701,6245,2563,341,0,0,0,3875,5723,1782,9390,9223.75779437421,9089.653919157374,8981.797164024407,8894.836779497577,8824.583595051996,8767.73496584133,8721.671972569267,8684.307785874758,8653.972858419342,8629.327031405935,8609.291588851149,8592.996287205591,8579.737758605375,6047.0,3,0.05,6.614850339011081e-05,0.05,8788.74380775987,False,-0.28396676044225033,-0.23390061193886025,False,0.0
723.0,422304,266442,265957,276704,264013,251209,257717,270346,164514,390601,292160,309429,307545,331655,349954,331341,415458,397126,398234,412756,436420,400588,420648,423110,455628,473973,501969,1171678,536131,511549,555745,520962,468596,482820,507324,510404,513927,523326,546497,553124,536638,541611,547147,554049,549871,529063,534634,506125,517352,524823,516755,518525,520617.14321355993,522716.71971675154,524824.7635198587,526941.3087703239,529066.3897533014,531200.0408922129,533342.2967493049,535493.1920262084,537652.7615645018,539821.0403462742,541998.0634946928,544183.8662745717,546378.484092943,1.0,0,0.4,0.4,0.2,533402.7746472696,True,0.2999933184350178,1.8999933184350177,True,2426983.0
727.0,84668,61445,60095,71151,59707,60061,60643,75190,45231,104125,83921,73900,80797,81820,85109,83744,87774,83399,88122,88310,84213,91945,85847,87402,89589,86025,90299,91730,92961,96672,95262,91613,92957,106225,86805,87800,86892,81949,98074,88460,87992,77585,102439,80644,83122,98219,85016,88252,93896,104018,76632,93224,94605.20789096071,87551.52807662681,89667.30601632551,95288.0687488315,90508.55653865672,91843.9038370179,94442.17519172035,93473.22946111888,93347.48350436338,95262.23129086767,95157.37124329367,95248.30329104148,96314.00359889539,1.0,0,0.4,0.4,0.2,93285.33605305539,True,0.18983921847878643,1.7898392184787864,True,424448.0
728.0,3501,4221,4589,8177,8685,10956,12698,14439,9277,22489,17436,14179,10428,13791,12242,16918,17826,18495,19878,23729,21161,21817,23619,20943,24893,27506,25707,23854,21057,20139,24237,17678,18360,25705,12882,18306,15583,16067,17972,15721,14708,10010,16697,13979,11545,10775,12522,11949,9729,5701,4310,2953,2475.229350341524,2059.938965967827,1702.6571685132706,1397.7645482722148,1139.658628172508,922.8890562322136,742.2635954573103,592.9263860544529,470.41086675901084,370.67036476432025,290.0897186431103,225.48141930626264,174.06968143348462,1.0,0,0.4,0.4,0.2,966.46536537827,False,-0.28768409754220936,0.3123159024577907,False,0.0
729.0,0,3385,479,30924,24662,42751,33012,31676,15137,25948,26376,36057,38163,168584,357363,528543,495091,319111,623763,565808,371026,291563,382593,603868,685573,647150,474807,569472,502525,467347,219942,90282,14116,0,0,1932,2558,3220,6169,4775,516,7796,4070,0,0,0,988,19958,20287,27747,5893,8437,9124.54406951135,8615.035911242141,8274.025688434747,8042.440130684041,7883.548809272928,7773.746509728839,7697.483005245967,7644.325584071287,7607.18107637202,7581.180268142662,7562.957500874624,7550.174935992894,7541.203001368824,14936.0,6,0.05,2.6780931976432783e-05,0.028571428571428574,7915.218960841717,False,-0.26028627939548493,-0.2316880698920799,False,0.0
730.0,64129,29712,38604,54937,109737,46536,45913,58082,42738,82298,57664,74653,89968,102557,102128,112202,108280,132223,126327,135671,127181,121784,122800,144739,133755,136361,141801,158720,143907,161611,182640,139828,131772,139399,102574,132208,105650,99053,109438,108608,80053,63533,88659,75700,54210,50849,60890,43498,38744,41832,41417,44975,33827.96286783766,35547.36156497443,37785.36439207035,35114.94330180011,32025.657959988577,29020.645879881515,31291.54096674816,29523.81217732287,26136.341124960312,24732.338408928495,24417.825828543526,23860.157883407104,21128.021454453683,1.0,0,0.4,0.4,0.2,29570.151831608986,False,-0.2834886042595801,0.3165113957404199,False,0.0
732.0,1870,1798,825,685,1127,6753,6098,4647,1540,6507,8666,3113,4664,5207,9967,12629,8933,6599,12190,12419,10420,7118,10708,13849,17518,20075,22814,26621,28937,30543,31122,20998,18736,14354,2842,2122,776,1972,679,1182,1045,827,1585,1554,527,740,475,504,2310,2613,919,4248,3499.792446179011,3518.0981415457636,3534.2928941325267,3548.611725403202,3561.2653946844866,3572.4424623758887,3582.311286413271,3591.0219221920397,3598.707907370708,3605.4879213891227,3611.4673157316047,3616.7395154255096,3621.3872953829664,2.0,0,0.3,0.2,0.2,3573.971248325084,False,0.2939254353133786,0.6939254353133786,True,9292.0
733.0,1534,0,2397,3247,2771,2354,2105,4198,220,706,131,769,0,3512,4592,7353,12698,9581,19889,13730,16408,17214,14190,5439,430,1013,4827,2266,2895,7669,17613,13448,9792,6357,1325,968,0,388,871,731,794,1410,975,900,2413,1419,2433,2019,1934,1637,440,0,0.0023248492988201096,5.5414447621127676e-06,1.3542056032732228e-08,3.392966722501085e-11,8.715814725716387e-14,2.2954602423710394e-16,6.198191017587452e-19,1.7159061598936306e-21,4.8702976725454965e-24,1.4172643882591432e-26,4.2284348068010694e-29,1.293426633138002e-31,4.056368068787226e-34,14.0,4,0.05,0.028571428571428574,0.04,0.0001792618707427162,False,-0.13917672008975757,-0.07060529151832898,False,0.0
